rank	token	frequency	corpus_pct	folio_count	prefix	middle	suffix	atom_gloss	e_depth	head_atom	terminal_atom	is_headless	par_initial_rate	line_initial_rate	line_final_rate	top_section	confidence	operational_def
4313	chykeor	1	0.004	1	ch	yke	or	ch:end.heat.cool.arrange.respond	1	y	r	True	0.0	0.0	0.0	S		
4314	le	1	0.004	1		le		state.cool	1	l	e	True	0.0	0.0	0.0	S		
4315	qoteoor	1	0.004	1	qo	teo	or	qo:transfer.cool.arrange.arrange.respond	1	t	r	False	0.0	0.0	0.0	S		
4316	otom	1	0.004	1	ot	om		ot:arrange.final	0	o	m	False	0.0	0.0	0.0	S		
4317	okecheey	1	0.004	1	ok	echee	y	ok:cool.adjust.watch.cool.cool.end	2	e	y	False	0.0	0.0	0.0	S		
4318	shoo	1	0.004	1	sh	oo		sh:arrange.arrange	0	o	o	False	0.0	0.0	0.0	S		
4319	keeeol	1	0.004	1	ke	ee	ol	ke:cool.cool.arrange.state	2	e	l	False	0.0	0.0	0.0	S		
4320	liiram	1	0.004	1		liir	am	state.iterate.iterate.respond.yield.final	0	l	m	True	0.0	0.0	1.0	S		
4321	yshoain	1	0.004	1	sh	o	ain	[y]sh:arrange.yield.iterate.bind	0	o	n	False	0.0	1.0	0.0	S		
4322	lkeeoar	1	0.004	1	lk	eeo	ar	lk:cool.cool.arrange.yield.respond	2	e	r	False	0.0	0.0	0.0	S		
4323	folchor	1	0.004	1	ol	or		[f]ol:adjust.watch.arrange.respond	0	c	r	True	1.0	1.0	0.0	S		
4324	lkeches	1	0.004	1	lk	eche	s	lk:cool.adjust.watch.cool.sequence	1	e	s	False	0.0	0.0	0.0	S		
4325	lkcheol	1	0.004	1	lk	e	ol	lk:adjust.watch.cool.arrange.state	1	c	l	True	0.0	0.0	0.0	S		
4326	kotchy	1	0.004	1	ko	tch	y	ko:transfer.adjust.watch.end	0	t	y	False	0.0	0.0	0.0	S		
4327	qoksheoy	1	0.004	1	qo	ksheo	y	qo:heat.sequence.watch.cool.arrange.end	1	k	y	False	0.0	0.0	0.0	S		
4328	qokcheody	1	0.004	1	qo	kcheo	dy	qo:heat.adjust.watch.cool.arrange.do.end	1	k	y	False	0.0	0.0	0.0	S		
4329	chaiiin	1	0.004	1	ch	ai	iin	ch:yield.iterate.iterate.iterate.bind	0	a	n	False	0.0	0.0	1.0	S		
4330	pcheoor	1	0.004	1	pch	eo	or	pch:cool.arrange.arrange.respond	1	e	r	False	1.0	1.0	0.0	S		
4331	chcfhor	1	0.004	1	ch	cfh	or	ch:adjust.flag.watch.arrange.respond	0	c	r	True	0.0	0.0	0.0	S		
4332	chepchar	1	0.004	1	ch	epch	ar	ch:cool.pause.adjust.watch.yield.respond	1	e	r	False	0.0	0.0	1.0	S		
4333	qokcheey	1	0.004	1	qo	kchee	y	qo:heat.adjust.watch.cool.cool.end	2	k	y	False	0.0	0.0	0.0	S		
4334	yhal	1	0.004	1		yh	al	end.watch.yield.state	0	y	l	True	0.0	1.0	0.0	S		
4335	rlaiin	1	0.004	1		rl	aiin	respond.state.yield.iterate.iterate.bind	0	r	n	True	0.0	0.0	0.0	S		
4336	kshoraiin	1	0.004	1	sh	or	aiin	[k]sh:arrange.respond.yield.iterate.iterate.bind	0	o	n	False	1.0	1.0	0.0	S		
4337	shoteol	1	0.004	1	sh	ote	ol	sh:arrange.transfer.cool.arrange.state	1	o	l	False	0.0	0.0	0.0	S		
4338	lklcheol	1	0.004	1	lk	lche	ol	lk:state.adjust.watch.cool.arrange.state	1	l	l	True	0.0	0.0	0.0	S		
4339	cphoithy	1	0.004	1		cphoith	y	adjust.pause.watch.arrange.iterate.transfer.watch.end	0	c	y	True	0.0	0.0	0.0	S		
4340	ckhydy	1	0.004	1		ckhy	dy	adjust.heat.watch.end.do.end	0	c	y	True	0.0	0.0	1.0	S		
4341	shedair	1	0.004	1	sh	edai	r	sh:cool.do.yield.iterate.respond	1	e	r	False	0.0	0.0	0.0	S		
4342	shaiiin	1	0.004	1	sh	ai	iin	sh:yield.iterate.iterate.iterate.bind	0	a	n	False	0.0	0.0	0.0	S		
4343	lohor	1	0.004	1		loh	or	state.arrange.watch.arrange.respond	0	l	r	True	0.0	0.0	0.0	S		
4344	tchoar	1	0.004	1	tch	o	ar	tch:arrange.yield.respond	0	o	r	False	1.0	1.0	0.0	S		
4345	sheeodaiin	1	0.004	1	sh	eeod	aiin	sh:cool.cool.arrange.do.yield.iterate.iterate.bind	2	e	n	False	0.0	0.0	0.0	S		
4346	qopam	1	0.004	1	qo	p	am	qo:pause.yield.final	0	p	m	True	0.0	0.0	1.0	S		
4347	ykeoeshy	1	0.004	1	yk	eoesh	y	yk:cool.arrange.cool.sequence.watch.end	1	e	y	False	0.0	1.0	0.0	S		
4348	kiin	1	0.004	1		k	iin	heat.iterate.iterate.bind	0	k	n	False	0.0	0.0	0.0	S		
4349	lkchor	1	0.004	1	lk	or		lk:adjust.watch.arrange.respond	0	c	r	True	0.0	0.0	0.0	S		
4350	chopchey	1	0.004	1	ch	opche	y	ch:arrange.pause.adjust.watch.cool.end	1	o	y	False	0.0	0.0	0.0	S		
4351	pchodair	1	0.004	1	pch	odai	r	pch:arrange.do.yield.iterate.respond	0	o	r	False	1.0	1.0	0.0	S		
4352	shotedy	1	0.004	1	sh	ote	dy	sh:arrange.transfer.cool.do.end	1	o	y	False	0.0	0.0	0.0	S		
4353	qopchody	1	0.004	1	qo	pcho	dy	qo:pause.adjust.watch.arrange.do.end	0	p	y	True	0.0	0.0	0.0	S		
4354	chfchol	1	0.004	1	ch	fch	ol	ch:flag.adjust.watch.arrange.state	0	f	l	True	0.0	0.0	0.0	S		
4355	kchdaiin	1	0.004	1	kch	d	aiin	kch:do.yield.iterate.iterate.bind	0	d	n	True	0.0	0.0	0.0	S		
4356	chpchshdy	1	0.004	1	ch	pchsh	dy	ch:pause.adjust.watch.sequence.watch.do.end	0	p	y	True	0.0	0.0	0.0	S		
4357	cheshy	1	0.004	1	ch	esh	y	ch:cool.sequence.watch.end	1	e	y	False	0.0	0.0	0.0	S		
4358	lchod	1	0.004	1	lch	od		lch:arrange.do	0	o	d	False	0.0	0.0	0.0	S		
4359	loaiin	1	0.004	1		lo	aiin	state.arrange.yield.iterate.iterate.bind	0	l	n	True	0.0	0.0	0.0	S		
4360	yraiin	1	0.004	1		yr	aiin	end.respond.yield.iterate.iterate.bind	0	y	n	True	0.0	0.0	0.0	S		
4361	akchy	1	0.004	1		akch	y	yield.heat.adjust.watch.end	0	a	y	False	0.0	0.0	0.0	S		
4362	cheeeo	1	0.004	1	ch	eeeo		ch:cool.cool.cool.arrange	3	e	o	False	0.0	0.0	0.0	S		
4363	otiiin	1	0.004	1	ot	i	iin	ot:iterate.iterate.iterate.bind	0	i	n	True	0.0	0.0	0.0	S		
4364	lcholkaiin	1	0.004	1	lch	olk	aiin	lch:arrange.state.heat.yield.iterate.iterate.bind	0	o	n	False	0.0	0.0	0.0	S		
4365	ysheeoaiin	1	0.004	1	sh	eeo	aiin	[y]sh:cool.cool.arrange.yield.iterate.iterate.bind	2	e	n	False	0.0	1.0	0.0	S		
4366	alkeeol	1	0.004	1	al	kee	ol	al:heat.cool.cool.arrange.state	2	k	l	False	0.0	0.0	0.0	S		
4367	chtchol	1	0.004	1	ch	tch	ol	ch:transfer.adjust.watch.arrange.state	0	t	l	False	0.0	0.0	0.0	S		
4368	folchear	1	0.004	1	ol	e	ar	[f]ol:adjust.watch.cool.yield.respond	1	c	r	True	1.0	1.0	0.0	S		
4369	qchar	1	0.004	1		qch	ar	?.adjust.watch.yield.respond	0	q	r	True	0.0	0.0	0.0	S		
4370	ckhar	1	0.004	1		ckh	ar	adjust.heat.watch.yield.respond	0	c	r	True	0.0	0.0	0.0	S		
4371	okhar	1	0.004	1	ok	h	ar	ok:watch.yield.respond	0	h	r	True	0.0	0.0	0.0	S		
4372	chakain	1	0.004	1	ch	ak	ain	ch:yield.heat.yield.iterate.bind	0	a	n	False	0.0	0.0	0.0	S		
4373	chcthal	1	0.004	1	ch	cth	al	ch:adjust.transfer.watch.yield.state	0	c	l	True	0.0	0.0	0.0	S		
4374	cphoal	1	0.004	1		cpho	al	adjust.pause.watch.arrange.yield.state	0	c	l	True	0.0	0.0	0.0	S		
4375	ykeeor	1	0.004	1	yk	ee	or	yk:cool.cool.arrange.respond	2	e	r	False	0.0	1.0	0.0	S		
4376	palshsar	1	0.004	1	al	s	ar	[p]al:sequence.watch.sequence.yield.respond	0	s	r	True	1.0	1.0	0.0	S		
4377	lshdaiin	1	0.004	1	lsh	d	aiin	lsh:do.yield.iterate.iterate.bind	0	d	n	True	0.0	0.0	0.0	S		
4378	otshsaiin	1	0.004	1	ot	s	aiin	ot:sequence.watch.sequence.yield.iterate.iterate.bind	0	s	n	True	0.0	0.0	0.0	S		
4379	qopchear	1	0.004	1	qo	pche	ar	qo:pause.adjust.watch.cool.yield.respond	1	p	r	True	0.0	0.0	0.0	S		
4380	yshs	1	0.004	1	sh	s		[y]sh:sequence	0	s	s	True	0.0	1.0	0.0	S		
4381	lkeeos	1	0.004	1	lk	eeo	s	lk:cool.cool.arrange.sequence	2	e	s	False	0.0	0.0	0.0	S		
4382	qokeees	1	0.004	1	qo	keee	s	qo:heat.cool.cool.cool.sequence	3	k	s	False	0.0	0.0	0.0	S		
4383	qosain	1	0.004	1	qo	s	ain	qo:sequence.yield.iterate.bind	0	s	n	True	0.0	0.0	1.0	S		
4384	sheocphy	1	0.004	1	sh	eocph	y	sh:cool.arrange.adjust.pause.watch.end	1	e	y	False	0.0	0.0	0.0	S		
4385	opchear	1	0.004	1		opche	ar	arrange.pause.adjust.watch.cool.yield.respond	1	o	r	False	0.0	0.0	0.0	S		
4386	pcheockhy	1	0.004	1	pch	eockh	y	pch:cool.arrange.adjust.heat.watch.end	1	e	y	False	1.0	1.0	0.0	S		
4387	qofsheeey	1	0.004	1	qo	fsheee	y	qo:flag.sequence.watch.cool.cool.cool.end	3	f	y	True	0.0	0.0	0.0	S		
4388	kcheodaiin	1	0.004	1	kch	eod	aiin	kch:cool.arrange.do.yield.iterate.iterate.bind	1	e	n	False	0.0	0.0	0.0	S		
4389	qopoeey	1	0.004	1	qo	poee	y	qo:pause.arrange.cool.cool.end	2	p	y	True	0.0	0.0	0.0	S		
4390	pokeey	1	0.004	1	po	kee	y	po:heat.cool.cool.end	2	k	y	False	0.0	0.0	0.0	S		
4391	cheokeol	1	0.004	1	ch	eoke	ol	ch:cool.arrange.heat.cool.arrange.state	1	e	l	False	0.0	0.0	0.0	S		
4392	chcheey	1	0.004	1	ch	ee	y	ch:adjust.watch.cool.cool.end	2	c	y	True	0.0	0.0	0.0	S		
4393	cthes	1	0.004	1	ct	he	s	ct:watch.cool.sequence	1	h	s	True	0.0	0.0	0.0	S		
4394	ctharad	1	0.004	1	ct	harad		ct:watch.yield.respond.yield.do	0	h	d	True	0.0	0.0	0.0	S		
4395	taram	1	0.004	1	ta	r	am	ta:respond.yield.final	0	r	m	True	0.0	0.0	1.0	S		
4396	lkeechey	1	0.004	1	lk	eeche	y	lk:cool.cool.adjust.watch.cool.end	2	e	y	False	0.0	0.0	0.0	S		
4397	qoees	1	0.004	1	qo	ee	s	qo:cool.cool.sequence	2	e	s	False	0.0	0.0	0.0	S		
4398	pcheodaiin	1	0.004	1	pch	eod	aiin	pch:cool.arrange.do.yield.iterate.iterate.bind	1	e	n	False	1.0	1.0	0.0	S		
4399	sholkeechy	1	0.004	1	sh	olkeech	y	sh:arrange.state.heat.cool.cool.adjust.watch.end	2	o	y	False	0.0	0.0	0.0	S		
4400	tcheor	1	0.004	1	tch	e	or	tch:cool.arrange.respond	1	e	r	False	0.0	0.0	0.0	S		
4401	ykcheor	1	0.004	1	yk	e	or	yk:adjust.watch.cool.arrange.respond	1	c	r	True	0.0	1.0	0.0	S		
4402	cseeod	1	0.004	1		cseeod		adjust.sequence.cool.cool.arrange.do	2	c	d	True	0.0	0.0	0.0	S		
4403	tchodairos	1	0.004	1	tch	odairo	s	tch:arrange.do.yield.iterate.respond.arrange.sequence	0	o	s	False	1.0	1.0	0.0	S		
4404	chtaiir	1	0.004	1	ch	taii	r	ch:transfer.yield.iterate.iterate.respond	0	t	r	False	0.0	0.0	0.0	S		
4405	cheokeeos	1	0.004	1	ch	eokeeo	s	ch:cool.arrange.heat.cool.cool.arrange.sequence	2	e	s	False	0.0	0.0	0.0	S		
4406	keechey	1	0.004	1	ke	eche	y	ke:cool.adjust.watch.cool.end	1	e	y	False	0.0	0.0	0.0	S		
4407	oriim	1	0.004	1	or	i	im	or:iterate.iterate.final	0	i	m	True	0.0	0.0	1.0	S		
4408	tchoarorshy	1	0.004	1	tch	oarorsh	y	tch:arrange.yield.respond.arrange.respond.sequence.watch.end	0	o	y	False	0.0	1.0	0.0	S		
4409	sheolkchy	1	0.004	1	sh	eolkch	y	sh:cool.arrange.state.heat.adjust.watch.end	1	e	y	False	0.0	0.0	0.0	S		
4410	ralchs	1	0.004	1	al	s		[r]al:adjust.watch.sequence	0	c	s	True	0.0	0.0	1.0	S		
4411	loary	1	0.004	1		loa	ry	state.arrange.yield.respond.end	0	l	y	True	0.0	0.0	1.0	S		
4412	folorarom	1	0.004	1	ol	orar	om	[f]ol:arrange.respond.yield.respond.arrange.final	0	o	m	False	1.0	1.0	0.0	S		
4413	qokeedody	1	0.004	1	qo	keedo	dy	qo:heat.cool.cool.do.arrange.do.end	2	k	y	False	0.0	0.0	0.0	S		
4414	cheykeeoy	1	0.004	1	ch	eykeeo	y	ch:cool.end.heat.cool.cool.arrange.end	2	e	y	False	0.0	0.0	0.0	S		
4415	chsamoky	1	0.004	1	ch	samok	y	ch:sequence.yield.final.arrange.heat.end	0	s	y	True	0.0	0.0	1.0	S		
4416	teoar	1	0.004	1	te	o	ar	te:arrange.yield.respond	0	o	r	False	0.0	1.0	0.0	S		
4417	otaiir	1	0.004	1	ot	aii	r	ot:yield.iterate.iterate.respond	0	a	r	False	0.0	0.0	0.0	S		
4418	cheyor	1	0.004	1	ch	ey	or	ch:cool.end.arrange.respond	1	e	r	False	0.0	0.0	1.0	S		
4419	okeeodar	1	0.004	1	ok	eeod	ar	ok:cool.cool.arrange.do.yield.respond	2	e	r	False	0.0	0.0	0.0	S		
4420	fchoctheody	1	0.004	1	fch	octheo	dy	fch:arrange.adjust.transfer.watch.cool.arrange.do.end	1	o	y	False	1.0	1.0	0.0	S		
4421	keeodar	1	0.004	1	ke	eod	ar	ke:cool.arrange.do.yield.respond	1	e	r	False	0.0	0.0	0.0	S		
4422	otl	1	0.004	1	ot	l		ot:state	0	l	l	True	0.0	0.0	0.0	S		
4423	aroshy	1	0.004	1	ar	osh	y	ar:arrange.sequence.watch.end	0	o	y	False	0.0	0.0	1.0	S		
4424	dcheos	1	0.004	1	dch	eo	s	dch:cool.arrange.sequence	1	e	s	False	0.0	1.0	0.0	S		
4425	rchchy	1	0.004	1	rch	y		rch:adjust.watch.end	0	c	y	True	0.0	0.0	0.0	S		
4426	qeeeear	1	0.004	1		qeeee	ar	?.cool.cool.cool.cool.yield.respond	4	q	r	True	0.0	0.0	0.0	S		
4427	oteesal	1	0.004	1	ot	ees	al	ot:cool.cool.sequence.yield.state	2	e	l	False	0.0	0.0	1.0	S		
4428	tcheolchy	1	0.004	1	tch	eolch	y	tch:cool.arrange.state.adjust.watch.end	1	e	y	False	0.0	1.0	0.0	S		
4429	cheodoiidaiin	1	0.004	1	ch	eodoiid	aiin	ch:cool.arrange.do.arrange.iterate.iterate.do.yield.iterate.iterate.bind	1	e	n	False	0.0	0.0	1.0	S		
4430	fcheshd	1	0.004	1	fch	eshd		fch:cool.sequence.watch.do	1	e	d	False	1.0	1.0	0.0	S		
4431	lchealaim	1	0.004	1	lch	eala	im	lch:cool.yield.state.yield.iterate.final	1	e	m	False	0.0	0.0	0.0	S		
4432	shockhol	1	0.004	1	sh	ockh	ol	sh:arrange.adjust.heat.watch.arrange.state	0	o	l	False	0.0	0.0	0.0	S		
4433	choltar	1	0.004	1	ch	olt	ar	ch:arrange.state.transfer.yield.respond	0	o	r	False	0.0	0.0	0.0	S		
4434	chokam	1	0.004	1	ch	ok	am	ch:arrange.heat.yield.final	0	o	m	False	0.0	0.0	0.0	S		
4435	chotair	1	0.004	1	ch	otai	r	ch:arrange.transfer.yield.iterate.respond	0	o	r	False	0.0	0.0	0.0	S		
4436	oko	1	0.004	1	ok	o		ok:arrange	0	o	o	False	0.0	0.0	0.0	S		
4437	otsheody	1	0.004	1	ot	eo	dy	ot:sequence.watch.cool.arrange.do.end	1	s	y	True	0.0	0.0	0.0	S		
4438	roral	1	0.004	1	or	al		[r]or:yield.state	0	a	l	False	0.0	0.0	0.0	S		
4439	fchee	1	0.004	1	fch	ee		fch:cool.cool	2	e	e	False	0.0	0.0	0.0	S		
4440	llor	1	0.004	1		ll	or	state.state.arrange.respond	0	l	r	True	0.0	0.0	1.0	S		
4441	okeshos	1	0.004	1	ok	esho	s	ok:cool.sequence.watch.arrange.sequence	1	e	s	False	0.0	0.0	0.0	S		
4442	oeky	1	0.004	1		oek	y	arrange.cool.heat.end	1	o	y	False	0.0	0.0	0.0	S		
4443	otcheedaiin	1	0.004	1	ot	eed	aiin	ot:adjust.watch.cool.cool.do.yield.iterate.iterate.bind	2	c	n	True	0.0	0.0	0.0	S		
4444	yteeeor	1	0.004	1	te	ee	or	[y]te:cool.cool.arrange.respond	2	e	r	False	0.0	0.0	1.0	S		
4445	pychdar	1	0.004	1		pychd	ar	pause.end.adjust.watch.do.yield.respond	0	p	r	True	1.0	1.0	0.0	S		
4446	tcheepchey	1	0.004	1	tch	eepche	y	tch:cool.cool.pause.adjust.watch.cool.end	2	e	y	False	0.0	0.0	0.0	S		
4447	lkeshdy	1	0.004	1	lk	esh	dy	lk:cool.sequence.watch.do.end	1	e	y	False	0.0	0.0	0.0	S		
4448	fchocthar	1	0.004	1	fch	octh	ar	fch:arrange.adjust.transfer.watch.yield.respond	0	o	r	False	0.0	0.0	0.0	S		
4449	okalched	1	0.004	1	ok	alched		ok:yield.state.adjust.watch.cool.do	1	a	d	False	0.0	0.0	0.0	S		
4450	qckham	1	0.004	1		qckh	am	?.adjust.heat.watch.yield.final	0	q	m	True	0.0	0.0	1.0	S		
4451	chpkcheos	1	0.004	1	ch	pkcheo	s	ch:pause.heat.adjust.watch.cool.arrange.sequence	1	p	s	True	0.0	0.0	0.0	S		
4452	aithchr	1	0.004	1		aithch	r	yield.iterate.transfer.watch.adjust.watch.respond	0	a	r	False	0.0	0.0	0.0	S		
4453	chokair	1	0.004	1	ch	okai	r	ch:arrange.heat.yield.iterate.respond	0	o	r	False	0.0	0.0	0.0	S		
4454	loar	1	0.004	1		lo	ar	state.arrange.yield.respond	0	l	r	True	0.0	0.0	0.0	S		
4455	tokary	1	0.004	1	to	ka	ry	to:heat.yield.respond.end	0	k	y	False	1.0	1.0	0.0	S		
4456	ycheeol	1	0.004	1	ch	ee	ol	[y]ch:cool.cool.arrange.state	2	e	l	False	0.0	1.0	0.0	S		
4457	osih	1	0.004	1		osih		arrange.sequence.iterate.watch	0	o	h	False	0.0	0.0	0.0	S		
4458	opheey	1	0.004	1		ophee	y	arrange.pause.watch.cool.cool.end	2	o	y	False	0.0	0.0	0.0	S		
4459	opcheody	1	0.004	1		opcheo	dy	arrange.pause.adjust.watch.cool.arrange.do.end	1	o	y	False	0.0	0.0	0.0	S		
4460	okalchdy	1	0.004	1	ok	alch	dy	ok:yield.state.adjust.watch.do.end	0	a	y	False	0.0	0.0	0.0	S		
4461	arald	1	0.004	1	ar	ald		ar:yield.state.do	0	a	d	False	0.0	0.0	1.0	S		
4462	otcham	1	0.004	1	ot	am		ot:adjust.watch.yield.final	0	c	m	True	0.0	0.0	1.0	S		
4463	teeoar	1	0.004	1	te	eo	ar	te:cool.arrange.yield.respond	1	e	r	False	0.0	0.0	0.0	S		
4464	araral	1	0.004	1	ar	ar	al	ar:yield.respond.yield.state	0	a	l	False	0.0	0.0	1.0	S		
4465	polsaisy	1	0.004	1	po	lsais	y	po:state.sequence.yield.iterate.sequence.end	0	l	y	True	1.0	1.0	0.0	S		
4466	opalor	1	0.004	1		opal	or	arrange.pause.yield.state.arrange.respond	0	o	r	False	0.0	0.0	0.0	S		
4467	lkch	1	0.004	1	lk	ch		lk:adjust.watch	0	c	h	True	0.0	0.0	0.0	S		
4468	ofchr	1	0.004	1		ofch	r	arrange.flag.adjust.watch.respond	0	o	r	False	0.0	0.0	1.0	S		
4469	cheaiin	1	0.004	1	ch	e	aiin	ch:cool.yield.iterate.iterate.bind	1	e	n	False	0.0	0.0	0.0	S		
4470	otecheedy	1	0.004	1	ot	echee	dy	ot:cool.adjust.watch.cool.cool.do.end	2	e	y	False	0.0	0.0	0.0	S		
4471	cheoram	1	0.004	1	ch	eor	am	ch:cool.arrange.respond.yield.final	1	e	m	False	0.0	0.0	1.0	S		
4472	ofaral	1	0.004	1		ofar	al	arrange.flag.yield.respond.yield.state	0	o	l	False	1.0	1.0	0.0	S		
4473	otcheypchedy	1	0.004	1	ot	eypche	dy	ot:adjust.watch.cool.end.pause.adjust.watch.cool.do.end	1	c	y	True	0.0	0.0	0.0	S		
4474	tsho	1	0.004	1	sh	o		[t]sh:arrange	0	o	o	False	0.0	0.0	0.0	S		
4475	lteam	1	0.004	1	te	am		[l]te:yield.final	0	a	m	False	0.0	0.0	1.0	S		
4476	airol	1	0.004	1		air	ol	yield.iterate.respond.arrange.state	0	a	l	False	0.0	0.0	0.0	S		
4477	teear	1	0.004	1	te	e	ar	te:cool.yield.respond	1	e	r	False	0.0	0.0	0.0	S		
4478	otorsheey	1	0.004	1	ot	orshee	y	ot:arrange.respond.sequence.watch.cool.cool.end	2	o	y	False	0.0	0.0	0.0	S		
4479	osheol	1	0.004	1		oshe	ol	arrange.sequence.watch.cool.arrange.state	1	o	l	False	0.0	1.0	0.0	S		
4480	aloiiin	1	0.004	1	al	oi	iin	al:arrange.iterate.iterate.iterate.bind	0	o	n	False	0.0	0.0	0.0	S		
4481	qoeeeey	1	0.004	1	qo	eeee	y	qo:cool.cool.cool.cool.end	4	e	y	False	0.0	0.0	0.0	S		
4482	otakeol	1	0.004	1	ot	ake	ol	ot:yield.heat.cool.arrange.state	1	a	l	False	0.0	0.0	0.0	S		
4483	lkeees	1	0.004	1	lk	eee	s	lk:cool.cool.cool.sequence	3	e	s	False	0.0	0.0	0.0	S		
4484	okeeeody	1	0.004	1	ok	eeeo	dy	ok:cool.cool.cool.arrange.do.end	3	e	y	False	0.0	0.0	0.0	S		
4485	lsar	1	0.004	1	sa	r		[l]sa:respond	0	r	r	True	0.0	0.0	0.0	S		
4486	ota	1	0.004	1	ot	a		ot:yield	0	a	a	False	0.0	0.0	0.0	S		
4487	akal	1	0.004	1		ak	al	yield.heat.yield.state	0	a	l	False	0.0	0.0	0.0	S		
4488	teeo	1	0.004	1	te	eo		te:cool.arrange	1	e	o	False	0.0	0.0	0.0	S		
4489	tchedol	1	0.004	1	tch	ed	ol	tch:cool.do.arrange.state	1	e	l	False	1.0	1.0	0.0	S		
4490	doiros	1	0.004	1	do	iro	s	do:iterate.respond.arrange.sequence	0	i	s	True	0.0	0.0	0.0	S		
4491	yteeed	1	0.004	1	te	eed		[y]te:cool.cool.do	2	e	d	False	0.0	0.0	0.0	S		
4492	oteeodl	1	0.004	1	ot	eeod	l	ot:cool.cool.arrange.do.state	2	e	l	False	0.0	0.0	0.0	S		
4493	deedar	1	0.004	1	de	ed	ar	de:cool.do.yield.respond	1	e	r	False	0.0	1.0	0.0	S		
4494	qoteeddy	1	0.004	1	qo	teed	dy	qo:transfer.cool.cool.do.do.end	2	t	y	False	0.0	0.0	0.0	S		
4495	okoeey	1	0.004	1	ok	oee	y	ok:arrange.cool.cool.end	2	o	y	False	0.0	0.0	0.0	S		
4496	keeed	1	0.004	1	ke	eed		ke:cool.cool.do	2	e	d	False	0.0	0.0	0.0	S		
4497	lkeeedam	1	0.004	1	lk	eeed	am	lk:cool.cool.cool.do.yield.final	3	e	m	False	0.0	0.0	1.0	S		
4498	fdeechdy	1	0.004	1	de	ech	dy	[f]de:cool.adjust.watch.do.end	1	e	y	False	1.0	1.0	0.0	S		
4499	ochedal	1	0.004	1		oched	al	arrange.adjust.watch.cool.do.yield.state	1	o	l	False	0.0	0.0	1.0	S		
4500	dchdas	1	0.004	1	dch	da	s	dch:do.yield.sequence	0	d	s	True	0.0	0.0	0.0	S		
4501	eedol	1	0.004	1		eed	ol	cool.cool.do.arrange.state	2	e	l	False	0.0	0.0	0.0	S		
4502	dkchs	1	0.004	1	kch	s		[d]kch:sequence	0	s	s	True	0.0	0.0	0.0	S		
4503	okchedaiin	1	0.004	1	ok	ed	aiin	ok:adjust.watch.cool.do.yield.iterate.iterate.bind	1	c	n	True	0.0	0.0	0.0	S		
4504	fchey	1	0.004	1	fch	e	y	fch:cool.end	1	e	y	False	0.0	1.0	0.0	S		
4505	qokeedaiin	1	0.004	1	qo	keed	aiin	qo:heat.cool.cool.do.yield.iterate.iterate.bind	2	k	n	False	0.0	0.0	0.0	S		
4506	otairar	1	0.004	1	ot	air	ar	ot:yield.iterate.respond.yield.respond	0	a	r	False	0.0	0.0	0.0	S		
4507	ofchedaiis	1	0.004	1		ofchedaii	s	arrange.flag.adjust.watch.cool.do.yield.iterate.iterate.sequence	1	o	s	False	0.0	0.0	0.0	S		
4508	ocphy	1	0.004	1		ocph	y	arrange.adjust.pause.watch.end	0	o	y	False	0.0	0.0	1.0	S		
4509	dcheod	1	0.004	1	dch	eod		dch:cool.arrange.do	1	e	d	False	0.0	1.0	0.0	S		
4510	chdairod	1	0.004	1	ch	dairod		ch:do.yield.iterate.respond.arrange.do	0	d	d	True	0.0	0.0	0.0	S		
4511	orold	1	0.004	1	or	old		or:arrange.state.do	0	o	d	False	0.0	0.0	1.0	S		
4512	chdodaiin	1	0.004	1	ch	dod	aiin	ch:do.arrange.do.yield.iterate.iterate.bind	0	d	n	True	0.0	0.0	0.0	S		
4513	qoedeey	1	0.004	1	qo	edee	y	qo:cool.do.cool.cool.end	2	e	y	False	0.0	0.0	0.0	S		
4514	chedalos	1	0.004	1	ch	edalo	s	ch:cool.do.yield.state.arrange.sequence	1	e	s	False	0.0	0.0	1.0	S		
4515	dalchy	1	0.004	1	da	lch	y	da:state.adjust.watch.end	0	l	y	True	1.0	1.0	0.0	S		
4516	kolky	1	0.004	1	ko	lk	y	ko:state.heat.end	0	l	y	True	0.0	0.0	0.0	S		
4517	tolpchy	1	0.004	1	to	lpch	y	to:state.pause.adjust.watch.end	0	l	y	True	0.0	0.0	0.0	S		
4518	doiiin	1	0.004	1	do	i	iin	do:iterate.iterate.iterate.bind	0	i	n	True	0.0	0.0	0.0	S		
4519	chocfhdy	1	0.004	1	ch	ocfh	dy	ch:arrange.adjust.flag.watch.do.end	0	o	y	False	0.0	0.0	0.0	S		
4520	opailo	1	0.004	1		opailo		arrange.pause.yield.iterate.state.arrange	0	o	o	False	0.0	0.0	1.0	S		
4521	ykcheshd	1	0.004	1	yk	eshd		yk:adjust.watch.cool.sequence.watch.do	1	c	d	True	0.0	1.0	0.0	S		
4522	teos	1	0.004	1	te	o	s	te:arrange.sequence	0	o	s	False	0.0	0.0	0.0	S		
4523	lair	1	0.004	1		lai	r	state.yield.iterate.respond	0	l	r	True	0.0	0.0	0.0	S		
4524	otchedair	1	0.004	1	ot	edai	r	ot:adjust.watch.cool.do.yield.iterate.respond	1	c	r	True	0.0	0.0	0.0	S		
4525	solpchd	1	0.004	1	so	lpchd		so:state.pause.adjust.watch.do	0	l	d	True	1.0	1.0	0.0	S		
