rank	token	frequency	corpus_pct	folio_count	prefix	middle	suffix	atom_gloss	e_depth	head_atom	terminal_atom	is_headless	par_initial_rate	line_initial_rate	line_final_rate	top_section	confidence	operational_def
4095	polal	1	0.004	1	po	l	al	po:state.yield.state	0	l	l	True	1.0	1.0	0.0	S		
4096	pykeor	1	0.004	1	yk	e	or	[p]yk:cool.arrange.respond	1	e	r	False	0.0	0.0	0.0	S		
4097	cheefy	1	0.004	1	ch	eef	y	ch:cool.cool.flag.end	2	e	y	False	0.0	0.0	0.0	S		
4098	opchedal	1	0.004	1		opched	al	arrange.pause.adjust.watch.cool.do.yield.state	1	o	l	False	0.0	0.0	0.0	S		
4099	lcheeol	1	0.004	1	lch	ee	ol	lch:cool.cool.arrange.state	2	e	l	False	0.0	0.0	0.0	S		
4100	oteoin	1	0.004	1	ot	e	oin	ot:cool.arrange.iterate.bind	1	e	n	False	0.0	0.0	0.0	S		
4101	cheamar	1	0.004	1	ch	eam	ar	ch:cool.yield.final.yield.respond	1	e	r	False	0.0	0.0	1.0	S		
4102	qokeokedy	1	0.004	1	qo	keoke	dy	qo:heat.cool.arrange.heat.cool.do.end	1	k	y	False	0.0	0.0	0.0	S		
4103	oteeolkeey	1	0.004	1	ot	eeolkee	y	ot:cool.cool.arrange.state.heat.cool.cool.end	2	e	y	False	0.0	0.0	0.0	S		
4104	qokeeal	1	0.004	1	qo	kee	al	qo:heat.cool.cool.yield.state	2	k	l	False	0.0	0.0	0.0	S		
4105	qokeel	1	0.004	1	qo	kee	l	qo:heat.cool.cool.state	2	k	l	False	0.0	0.0	0.0	S		
4106	chedyteokain	1	0.004	1	ch	edyteok	ain	ch:cool.do.end.transfer.cool.arrange.heat.yield.iterate.bind	1	e	n	False	0.0	0.0	0.0	S		
4107	lkedar	1	0.004	1	lk	ed	ar	lk:cool.do.yield.respond	1	e	r	False	0.0	0.0	0.0	S		
4108	lkeedain	1	0.004	1	lk	eed	ain	lk:cool.cool.do.yield.iterate.bind	2	e	n	False	0.0	0.0	0.0	S		
4109	okeam	1	0.004	1	ok	e	am	ok:cool.yield.final	1	e	m	False	0.0	0.0	0.0	S		
4110	teolkedain	1	0.004	1	te	olked	ain	te:arrange.state.heat.cool.do.yield.iterate.bind	1	o	n	False	0.0	0.0	0.0	S		
4111	lteeal	1	0.004	1	te	e	al	[l]te:cool.yield.state	1	e	l	False	0.0	0.0	0.0	S		
4112	okeeesey	1	0.004	1	ok	eeese	y	ok:cool.cool.cool.sequence.cool.end	3	e	y	False	0.0	0.0	0.0	S		
4113	olchal	1	0.004	1	ol	al		ol:adjust.watch.yield.state	0	c	l	True	0.0	0.0	0.0	S		
4114	qeear	1	0.004	1		qee	ar	?.cool.cool.yield.respond	2	q	r	True	0.0	0.0	0.0	S		
4115	poeokeey	1	0.004	1	po	eokee	y	po:cool.arrange.heat.cool.cool.end	2	e	y	False	1.0	1.0	0.0	S		
4116	chepcham	1	0.004	1	ch	epch	am	ch:cool.pause.adjust.watch.yield.final	1	e	m	False	0.0	0.0	0.0	S		
4117	qokeeokain	1	0.004	1	qo	keeok	ain	qo:heat.cool.cool.arrange.heat.yield.iterate.bind	2	k	n	False	0.0	0.0	0.0	S		
4118	keel	1	0.004	1	ke	e	l	ke:cool.state	1	e	l	False	0.0	0.0	0.0	S		
4119	polkeeo	1	0.004	1	po	lkeeo		po:state.heat.cool.cool.arrange	2	l	o	True	1.0	1.0	0.0	S		
4120	cheokeain	1	0.004	1	ch	eoke	ain	ch:cool.arrange.heat.cool.yield.iterate.bind	1	e	n	False	0.0	0.0	0.0	S		
4121	ihar	1	0.004	1		ih	ar	iterate.watch.yield.respond	0	i	r	True	0.0	0.0	0.0	S		
4122	yshe	1	0.004	1	sh	e		[y]sh:cool	1	e	e	False	0.0	1.0	0.0	S		
4123	okshdy	1	0.004	1	ok	dy		ok:sequence.watch.do.end	0	s	y	True	0.0	0.0	0.0	S		
4124	shkeey	1	0.004	1	sh	kee	y	sh:heat.cool.cool.end	2	k	y	False	0.0	0.0	0.0	S		
4125	koshey	1	0.004	1	ko	e	y	ko:sequence.watch.cool.end	1	s	y	True	1.0	1.0	0.0	S		
4126	chckheal	1	0.004	1	ch	ckhe	al	ch:adjust.heat.watch.cool.yield.state	1	c	l	True	0.0	0.0	0.0	S		
4127	opcheodair	1	0.004	1		opcheodai	r	arrange.pause.adjust.watch.cool.arrange.do.yield.iterate.respond	1	o	r	False	0.0	0.0	0.0	S		
4128	sheokain	1	0.004	1	sh	eok	ain	sh:cool.arrange.heat.yield.iterate.bind	1	e	n	False	0.0	0.0	0.0	S		
4129	cheok	1	0.004	1	ch	eok		ch:cool.arrange.heat	1	e	k	False	0.0	0.0	0.0	S		
4130	ralchy	1	0.004	1	al	y		[r]al:adjust.watch.end	0	c	y	True	0.0	0.0	1.0	S		
4131	chcthar	1	0.004	1	ch	cth	ar	ch:adjust.transfer.watch.yield.respond	0	c	r	True	0.0	0.0	0.0	S		
4132	otaim	1	0.004	1	ot	a	im	ot:yield.iterate.final	0	a	m	False	0.0	0.0	1.0	S		
4133	chokedair	1	0.004	1	ch	okedai	r	ch:arrange.heat.cool.do.yield.iterate.respond	1	o	r	False	0.0	0.0	0.0	S		
4134	alolshedy	1	0.004	1	al	olshe	dy	al:arrange.state.sequence.watch.cool.do.end	1	o	y	False	0.0	0.0	0.0	S		
4135	qokeechey	1	0.004	1	qo	keeche	y	qo:heat.cool.cool.adjust.watch.cool.end	2	k	y	False	0.0	1.0	0.0	S		
4136	fcheeol	1	0.004	1	fch	ee	ol	fch:cool.cool.arrange.state	2	e	l	False	0.0	0.0	0.0	S		
4137	cheolkeey	1	0.004	1	ch	eolkee	y	ch:cool.arrange.state.heat.cool.cool.end	2	e	y	False	0.0	0.0	0.0	S		
4138	qoksheo	1	0.004	1	qo	ksheo		qo:heat.sequence.watch.cool.arrange	1	k	o	False	0.0	0.0	0.0	S		
4139	ylcheey	1	0.004	1	lch	ee	y	[y]lch:cool.cool.end	2	e	y	False	0.0	1.0	0.0	S		
4140	chedkain	1	0.004	1	ch	edk	ain	ch:cool.do.heat.yield.iterate.bind	1	e	n	False	0.0	0.0	0.0	S		
4141	shedaitain	1	0.004	1	sh	edait	ain	sh:cool.do.yield.iterate.transfer.yield.iterate.bind	1	e	n	False	0.0	0.0	0.0	S		
4142	chalg	1	0.004	1	ch	al	g	ch:yield.state.?	0	a	g	False	0.0	0.0	1.0	S		
4143	qear	1	0.004	1		qe	ar	?.cool.yield.respond	1	q	r	True	0.0	1.0	0.0	S		
4144	sheeay	1	0.004	1	sh	eea	y	sh:cool.cool.yield.end	2	e	y	False	0.0	0.0	0.0	S		
4145	sheaiin	1	0.004	1	sh	e	aiin	sh:cool.yield.iterate.iterate.bind	1	e	n	False	0.0	1.0	0.0	S		
4146	amd	1	0.004	1		amd		yield.final.do	0	a	d	False	0.0	0.0	1.0	S		
4147	qocheol	1	0.004	1	qo	e	ol	qo:adjust.watch.cool.arrange.state	1	c	l	True	0.0	1.0	0.0	S		
4148	gm	1	0.004	1		g	m	?.final	0	g	m	True	0.0	0.0	1.0	S		
4149	qochdaiin	1	0.004	1	qo	d	aiin	qo:adjust.watch.do.yield.iterate.iterate.bind	0	c	n	True	0.0	0.0	0.0	S		
4150	ychear	1	0.004	1	ch	e	ar	[y]ch:cool.yield.respond	1	e	r	False	0.0	0.0	0.0	S		
4151	chalkain	1	0.004	1	ch	alk	ain	ch:yield.state.heat.yield.iterate.bind	0	a	n	False	0.0	0.0	0.0	S		
4152	alchedar	1	0.004	1	al	ed	ar	al:adjust.watch.cool.do.yield.respond	1	c	r	True	0.0	0.0	0.0	S		
4153	shykaiin	1	0.004	1	sh	yk	aiin	sh:end.heat.yield.iterate.iterate.bind	0	y	n	True	0.0	0.0	0.0	S		
4154	polanar	1	0.004	1	po	lan	ar	po:state.yield.bind.yield.respond	0	l	r	True	1.0	1.0	0.0	S		
4155	ltchs	1	0.004	1	tch	s		[l]tch:sequence	0	s	s	True	0.0	0.0	0.0	S		
4156	alpchdar	1	0.004	1	al	pchd	ar	al:pause.adjust.watch.do.yield.respond	0	p	r	True	0.0	0.0	1.0	S		
4157	tsheey	1	0.004	1	sh	ee	y	[t]sh:cool.cool.end	2	e	y	False	0.0	0.0	0.0	S		
4158	llo	1	0.004	1		llo		state.state.arrange	0	l	o	True	0.0	0.0	1.0	S		
4159	qorchain	1	0.004	1	qo	rch	ain	qo:respond.adjust.watch.yield.iterate.bind	0	r	n	True	0.0	1.0	0.0	S		
4160	polkiin	1	0.004	1	po	lk	iin	po:state.heat.iterate.iterate.bind	0	l	n	True	1.0	1.0	0.0	S		
4161	cheopaiin	1	0.004	1	ch	eop	aiin	ch:cool.arrange.pause.yield.iterate.iterate.bind	1	e	n	False	0.0	0.0	0.0	S		
4162	chcfhey	1	0.004	1	ch	cfhe	y	ch:adjust.flag.watch.cool.end	1	c	y	True	0.0	0.0	0.0	S		
4163	okeokain	1	0.004	1	ok	eok	ain	ok:cool.arrange.heat.yield.iterate.bind	1	e	n	False	0.0	0.0	0.0	S		
4164	sheekain	1	0.004	1	sh	eek	ain	sh:cool.cool.heat.yield.iterate.bind	2	e	n	False	0.0	0.0	0.0	S		
4165	qetain	1	0.004	1		qet	ain	?.cool.transfer.yield.iterate.bind	1	q	n	True	0.0	0.0	0.0	S		
4166	pochey	1	0.004	1	po	e	y	po:adjust.watch.cool.end	1	c	y	True	0.0	1.0	0.0	S		
4167	oteain	1	0.004	1	ot	e	ain	ot:cool.yield.iterate.bind	1	e	n	False	0.0	0.0	0.0	S		
4168	llm	1	0.004	1		ll	m	state.state.final	0	l	m	True	0.0	0.0	1.0	S		
4169	ysheal	1	0.004	1	sh	e	al	[y]sh:cool.yield.state	1	e	l	False	0.0	1.0	0.0	S		
4170	sheainy	1	0.004	1	sh	eain	y	sh:cool.yield.iterate.bind.end	1	e	y	False	0.0	0.0	0.0	S		
4171	aman	1	0.004	1		am	an	yield.final.yield.bind	0	a	n	False	0.0	0.0	0.0	S		
4172	talol	1	0.004	1	ta	l	ol	ta:state.arrange.state	0	l	l	True	0.0	0.0	0.0	S		
4173	lshekain	1	0.004	1	lsh	ek	ain	lsh:cool.heat.yield.iterate.bind	1	e	n	False	0.0	0.0	0.0	S		
4174	lkeeed	1	0.004	1	lk	eeed		lk:cool.cool.cool.do	3	e	d	False	0.0	0.0	0.0	S		
4175	lkarshar	1	0.004	1	lk	arsh	ar	lk:yield.respond.sequence.watch.yield.respond	0	a	r	False	0.0	0.0	0.0	S		
4176	shalkl	1	0.004	1	sh	alk	l	sh:yield.state.heat.state	0	a	l	False	0.0	0.0	0.0	S		
4177	raldl	1	0.004	1	al	d	l	[r]al:do.state	0	d	l	True	0.0	0.0	1.0	S		
4178	lchsl	1	0.004	1	lch	s	l	lch:sequence.state	0	s	l	True	0.0	0.0	1.0	S		
4179	chokeal	1	0.004	1	ch	oke	al	ch:arrange.heat.cool.yield.state	1	o	l	False	0.0	0.0	0.0	S		
4180	teeodain	1	0.004	1	te	eod	ain	te:cool.arrange.do.yield.iterate.bind	1	e	n	False	0.0	0.0	0.0	S		
4181	cheeal	1	0.004	1	ch	ee	al	ch:cool.cool.yield.state	2	e	l	False	0.0	0.0	0.0	S		
4182	qopchais	1	0.004	1	qo	pchai	s	qo:pause.adjust.watch.yield.iterate.sequence	0	p	s	True	0.0	0.0	0.0	S		
4183	rolkeey	1	0.004	1	ol	kee	y	[r]ol:heat.cool.cool.end	2	k	y	False	0.0	0.0	0.0	S		
4184	lkeain	1	0.004	1	lk	e	ain	lk:cool.yield.iterate.bind	1	e	n	False	0.0	0.0	0.0	S		
4185	psalar	1	0.004	1	sa	l	ar	[p]sa:state.yield.respond	0	l	r	True	1.0	1.0	0.0	S		
4186	qekal	1	0.004	1		qek	al	?.cool.heat.yield.state	1	q	l	True	0.0	0.0	0.0	S		
4187	cheykaiin	1	0.004	1	ch	eyk	aiin	ch:cool.end.heat.yield.iterate.iterate.bind	1	e	n	False	0.0	0.0	0.0	S		
4188	akchedy	1	0.004	1		akche	dy	yield.heat.adjust.watch.cool.do.end	1	a	y	False	0.0	0.0	0.0	S		
4189	opchdal	1	0.004	1		opchd	al	arrange.pause.adjust.watch.do.yield.state	0	o	l	False	0.0	0.0	0.0	S		
4190	sory	1	0.004	1	so	ry		so:respond.end	0	r	y	True	0.0	1.0	0.0	S		
4191	loeees	1	0.004	1		loeee	s	state.arrange.cool.cool.cool.sequence	3	l	s	True	0.0	0.0	0.0	S		
4192	okalaiin	1	0.004	1	ok	al	aiin	ok:yield.state.yield.iterate.iterate.bind	0	a	n	False	0.0	0.0	0.0	S		
4193	folchey	1	0.004	1	ol	e	y	[f]ol:adjust.watch.cool.end	1	c	y	True	1.0	1.0	0.0	S		
4194	ally	1	0.004	1	al	ly		al:state.end	0	l	y	True	0.0	0.0	0.0	S		
4195	otail	1	0.004	1	ot	ai	l	ot:yield.iterate.state	0	a	l	False	0.0	0.0	0.0	S		
4196	odys	1	0.004	1		ody	s	arrange.do.end.sequence	0	o	s	False	0.0	0.0	1.0	S		
4197	taim	1	0.004	1	ta	im		ta:iterate.final	0	i	m	True	0.0	0.0	0.0	S		
4198	sairor	1	0.004	1	sa	ir	or	sa:iterate.respond.arrange.respond	0	i	r	True	0.0	1.0	0.0	S		
4199	eteedy	1	0.004	1		etee	dy	cool.transfer.cool.cool.do.end	2	e	y	False	0.0	0.0	0.0	S		
4200	ag	1	0.004	1		a	g	yield.?	0	a	g	False	0.0	0.0	1.0	S		
4201	qokary	1	0.004	1	qo	ka	ry	qo:heat.yield.respond.end	0	k	y	False	0.0	0.0	1.0	S		
4202	qeol	1	0.004	1		qe	ol	?.cool.arrange.state	1	q	l	True	0.0	0.0	0.0	S		
4203	chotyr	1	0.004	1	ch	oty	r	ch:arrange.transfer.end.respond	0	o	r	False	0.0	0.0	1.0	S		
4204	soar	1	0.004	1	so	ar		so:yield.respond	0	a	r	False	0.0	1.0	0.0	S		
4205	opomdy	1	0.004	1		opom	dy	arrange.pause.arrange.final.do.end	0	o	y	False	0.0	0.0	1.0	S		
4206	solol	1	0.004	1	so	l	ol	so:state.arrange.state	0	l	l	True	1.0	1.0	0.0	S		
4207	amchd	1	0.004	1		amchd		yield.final.adjust.watch.do	0	a	d	False	0.0	0.0	1.0	S		
4208	qoeeean	1	0.004	1	qo	eee	an	qo:cool.cool.cool.yield.bind	3	e	n	False	0.0	1.0	0.0	S		
4209	dalchd	1	0.004	1	da	lchd		da:state.adjust.watch.do	0	l	d	True	0.0	0.0	0.0	S		
4210	daichy	1	0.004	1	da	ich	y	da:iterate.adjust.watch.end	0	i	y	True	0.0	1.0	0.0	S		
4211	qairal	1	0.004	1		qair	al	?.yield.iterate.respond.yield.state	0	q	l	True	0.0	0.0	1.0	S		
4212	dairiy	1	0.004	1	da	iri	y	da:iterate.respond.iterate.end	0	i	y	True	0.0	0.0	0.0	S		
4213	otychey	1	0.004	1	ot	yche	y	ot:end.adjust.watch.cool.end	1	y	y	True	0.0	0.0	1.0	S		
4214	ochor	1	0.004	1		och	or	arrange.adjust.watch.arrange.respond	0	o	r	False	0.0	0.0	0.0	S		
4215	tockhy	1	0.004	1	to	ckh	y	to:adjust.heat.watch.end	0	c	y	True	0.0	1.0	0.0	S		
4216	pcholkeedy	1	0.004	1	pch	olkee	dy	pch:arrange.state.heat.cool.cool.do.end	2	o	y	False	1.0	1.0	0.0	S		
4217	okchoiiin	1	0.004	1	ok	oi	iin	ok:adjust.watch.arrange.iterate.iterate.iterate.bind	0	c	n	True	0.0	0.0	0.0	S		
4218	aky	1	0.004	1		ak	y	yield.heat.end	0	a	y	False	0.0	0.0	0.0	S		
4219	kolfchdy	1	0.004	1	ko	lfch	dy	ko:state.flag.adjust.watch.do.end	0	l	y	True	0.0	0.0	0.0	S		
4220	sheokeedy	1	0.004	1	sh	eokee	dy	sh:cool.arrange.heat.cool.cool.do.end	2	e	y	False	0.0	0.0	0.0	S		
4221	sharam	1	0.004	1	sh	ar	am	sh:yield.respond.yield.final	0	a	m	False	0.0	0.0	1.0	S		
4222	poir	1	0.004	1	po	i	r	po:iterate.respond	0	i	r	True	1.0	1.0	0.0	S		
4223	keolor	1	0.004	1	ke	ol	or	ke:arrange.state.arrange.respond	0	o	r	False	0.0	0.0	0.0	S		
4224	karainy	1	0.004	1	ka	rain	y	ka:respond.yield.iterate.bind.end	0	r	y	True	0.0	0.0	1.0	S		
4225	alkeear	1	0.004	1	al	kee	ar	al:heat.cool.cool.yield.respond	2	k	r	False	0.0	0.0	0.0	S		
4226	alshedy	1	0.004	1	al	e	dy	al:sequence.watch.cool.do.end	1	s	y	True	0.0	0.0	0.0	S		
4227	okeechy	1	0.004	1	ok	eech	y	ok:cool.cool.adjust.watch.end	2	e	y	False	0.0	0.0	0.0	S		
4228	lshdar	1	0.004	1	lsh	d	ar	lsh:do.yield.respond	0	d	r	True	0.0	0.0	0.0	S		
4229	olchain	1	0.004	1	ol	ain		ol:adjust.watch.yield.iterate.bind	0	c	n	True	0.0	0.0	0.0	S		
4230	pom	1	0.004	1	po	m		po:final	0	m	m	True	1.0	1.0	0.0	S		
4231	keedas	1	0.004	1	ke	eda	s	ke:cool.do.yield.sequence	1	e	s	False	0.0	0.0	0.0	S		
4232	shkeor	1	0.004	1	sh	ke	or	sh:heat.cool.arrange.respond	1	k	r	False	0.0	0.0	0.0	S		
4233	qokeeiin	1	0.004	1	qo	kee	iin	qo:heat.cool.cool.iterate.iterate.bind	2	k	n	False	0.0	0.0	0.0	S		
4234	palkeedy	1	0.004	1	al	kee	dy	[p]al:heat.cool.cool.do.end	2	k	y	False	0.0	1.0	0.0	S		
4235	qopal	1	0.004	1	qo	p	al	qo:pause.yield.state	0	p	l	True	0.0	0.0	0.0	S		
4236	yteokar	1	0.004	1	te	ok	ar	[y]te:arrange.heat.yield.respond	0	o	r	False	0.0	0.0	0.0	S		
4237	ogom	1	0.004	1		og	om	arrange.?.arrange.final	0	o	m	False	0.0	0.0	1.0	S		
4238	yshesy	1	0.004	1	sh	es	y	[y]sh:cool.sequence.end	1	e	y	False	0.0	1.0	0.0	S		
4239	oraryteop	1	0.004	1	or	aryteop		or:yield.respond.end.transfer.cool.arrange.pause	1	a	p	False	0.0	0.0	1.0	S		
4240	oteeg	1	0.004	1	ot	ee	g	ot:cool.cool.?	2	e	g	False	0.0	0.0	1.0	S		
4241	qokaekeeey	1	0.004	1	qo	kaekeee	y	qo:heat.yield.cool.heat.cool.cool.cool.end	3	k	y	False	0.0	0.0	0.0	S		
4242	okaeechey	1	0.004	1	ok	aeeche	y	ok:yield.cool.cool.adjust.watch.cool.end	2	a	y	False	0.0	0.0	0.0	S		
4243	alair	1	0.004	1	al	ai	r	al:yield.iterate.respond	0	a	r	False	0.0	0.0	0.0	S		
4244	keeoal	1	0.004	1	ke	eo	al	ke:cool.arrange.yield.state	1	e	l	False	1.0	1.0	0.0	S		
4245	chool	1	0.004	1	ch	ool		ch:arrange.arrange.state	0	o	l	False	0.0	0.0	0.0	S		
4246	otalair	1	0.004	1	ot	alai	r	ot:yield.state.yield.iterate.respond	0	a	r	False	0.0	0.0	0.0	S		
4247	fcheol	1	0.004	1	fch	e	ol	fch:cool.arrange.state	1	e	l	False	0.0	0.0	0.0	S		
4248	oeeeody	1	0.004	1		oeeeo	dy	arrange.cool.cool.cool.arrange.do.end	3	o	y	False	0.0	0.0	0.0	S		
4249	cheeoldy	1	0.004	1	ch	eeol	dy	ch:cool.cool.arrange.state.do.end	2	e	y	False	0.0	0.0	1.0	S		
4250	cheaikhy	1	0.004	1	ch	eaikh	y	ch:cool.yield.iterate.heat.watch.end	1	e	y	False	0.0	0.0	1.0	S		
4251	pcheokeey	1	0.004	1	pch	eokee	y	pch:cool.arrange.heat.cool.cool.end	2	e	y	False	1.0	1.0	0.0	S		
4252	oeeeky	1	0.004	1		oeeek	y	arrange.cool.cool.cool.heat.end	3	o	y	False	0.0	0.0	0.0	S		
4253	oeesaiin	1	0.004	1		oees	aiin	arrange.cool.cool.sequence.yield.iterate.iterate.bind	2	o	n	False	0.0	0.0	0.0	S		
4254	opchdar	1	0.004	1		opchd	ar	arrange.pause.adjust.watch.do.yield.respond	0	o	r	False	0.0	0.0	0.0	S		
4255	ocheor	1	0.004	1		oche	or	arrange.adjust.watch.cool.arrange.respond	1	o	r	False	0.0	1.0	0.0	S		
4256	chekaiiin	1	0.004	1	ch	ekai	iin	ch:cool.heat.yield.iterate.iterate.iterate.bind	1	e	n	False	0.0	0.0	1.0	S		
4257	iiin	1	0.004	1		i	iin	iterate.iterate.iterate.bind	0	i	n	True	0.0	0.0	0.0	S		
4258	ochos	1	0.004	1		ocho	s	arrange.adjust.watch.arrange.sequence	0	o	s	False	0.0	0.0	0.0	S		
4259	olkeedain	1	0.004	1	ol	keed	ain	ol:heat.cool.cool.do.yield.iterate.bind	2	k	n	False	0.0	0.0	0.0	S		
4260	qochaiin	1	0.004	1	qo	aiin		qo:adjust.watch.yield.iterate.iterate.bind	0	c	n	True	0.0	0.0	0.0	S		
4261	dcheoty	1	0.004	1	dch	eot	y	dch:cool.arrange.transfer.end	1	e	y	False	0.0	1.0	0.0	S		
4262	cheeir	1	0.004	1	ch	eei	r	ch:cool.cool.iterate.respond	2	e	r	False	0.0	0.0	0.0	S		
4263	chykeedy	1	0.004	1	ch	ykee	dy	ch:end.heat.cool.cool.do.end	2	y	y	True	0.0	0.0	0.0	S		
4264	otaldal	1	0.004	1	ot	ald	al	ot:yield.state.do.yield.state	0	a	l	False	0.0	0.0	1.0	S		
4265	chalor	1	0.004	1	ch	al	or	ch:yield.state.arrange.respond	0	a	r	False	0.0	0.0	1.0	S		
4266	pchoraiin	1	0.004	1	pch	or	aiin	pch:arrange.respond.yield.iterate.iterate.bind	0	o	n	False	1.0	1.0	0.0	S		
4267	chocthedy	1	0.004	1	ch	octhe	dy	ch:arrange.adjust.transfer.watch.cool.do.end	1	o	y	False	0.0	0.0	0.0	S		
4268	sairal	1	0.004	1	sa	ir	al	sa:iterate.respond.yield.state	0	i	l	True	0.0	0.0	1.0	S		
4269	eeedeed	1	0.004	1		eeedeed		cool.cool.cool.do.cool.cool.do	3	e	d	False	0.0	0.0	0.0	S		
4270	qoteosam	1	0.004	1	qo	teos	am	qo:transfer.cool.arrange.sequence.yield.final	1	t	m	False	0.0	0.0	0.0	S		
4271	keeeody	1	0.004	1	ke	eeo	dy	ke:cool.cool.arrange.do.end	2	e	y	False	0.0	0.0	0.0	S		
4272	qoeekain	1	0.004	1	qo	eek	ain	qo:cool.cool.heat.yield.iterate.bind	2	e	n	False	0.0	0.0	0.0	S		
4273	okeedey	1	0.004	1	ok	eede	y	ok:cool.cool.do.cool.end	2	e	y	False	0.0	0.0	0.0	S		
4274	sheedar	1	0.004	1	sh	eed	ar	sh:cool.cool.do.yield.respond	2	e	r	False	0.0	0.0	0.0	S		
4275	opcheeo	1	0.004	1		opcheeo		arrange.pause.adjust.watch.cool.cool.arrange	2	o	o	False	0.0	0.0	0.0	S		
4276	raify	1	0.004	1		raif	y	respond.yield.iterate.flag.end	0	r	y	True	0.0	0.0	1.0	S		
4277	pched	1	0.004	1	pch	ed		pch:cool.do	1	e	d	False	0.0	1.0	0.0	S		
4278	tchede	1	0.004	1	tch	ede		tch:cool.do.cool	1	e	e	False	1.0	1.0	0.0	S		
4279	shedaiiin	1	0.004	1	sh	edai	iin	sh:cool.do.yield.iterate.iterate.iterate.bind	1	e	n	False	0.0	0.0	0.0	S		
4280	sa	1	0.004	1		sa		sequence.yield	0	s	a	True	0.0	1.0	0.0	S		
4281	teodarody	1	0.004	1	te	odaro	dy	te:arrange.do.yield.respond.arrange.do.end	0	o	y	False	1.0	1.0	0.0	S		
4282	opcheed	1	0.004	1		opcheed		arrange.pause.adjust.watch.cool.cool.do	2	o	d	False	0.0	0.0	0.0	S		
4283	chcthd	1	0.004	1	ch	cthd		ch:adjust.transfer.watch.do	0	c	d	True	0.0	0.0	1.0	S		
4284	cheolchal	1	0.004	1	ch	eolch	al	ch:cool.arrange.state.adjust.watch.yield.state	1	e	l	False	0.0	0.0	0.0	S		
4285	cheolor	1	0.004	1	ch	eol	or	ch:cool.arrange.state.arrange.respond	1	e	r	False	0.0	0.0	0.0	S		
4286	chotshe	1	0.004	1	ch	otshe		ch:arrange.transfer.sequence.watch.cool	1	o	e	False	0.0	0.0	0.0	S		
4287	otaray	1	0.004	1	ot	ara	y	ot:yield.respond.yield.end	0	a	y	False	0.0	0.0	0.0	S		
4288	ooeeor	1	0.004	1		ooee	or	arrange.arrange.cool.cool.arrange.respond	2	o	r	False	0.0	1.0	0.0	S		
4289	famom	1	0.004	1		fam	om	flag.yield.final.arrange.final	0	f	m	True	0.0	0.0	1.0	S		
4290	qokchal	1	0.004	1	qo	kch	al	qo:heat.adjust.watch.yield.state	0	k	l	False	0.0	1.0	0.0	S		
4291	opalchdy	1	0.004	1		opalch	dy	arrange.pause.yield.state.adjust.watch.do.end	0	o	y	False	0.0	0.0	0.0	S		
4292	alpchdy	1	0.004	1	al	pch	dy	al:pause.adjust.watch.do.end	0	p	y	True	0.0	0.0	1.0	S		
4293	kamdam	1	0.004	1	ka	md	am	ka:final.do.yield.final	0	m	m	True	0.0	0.0	1.0	S		
4294	eotar	1	0.004	1		eot	ar	cool.arrange.transfer.yield.respond	1	e	r	False	0.0	1.0	0.0	S		
4295	pchesfchy	1	0.004	1	pch	esfch	y	pch:cool.sequence.flag.adjust.watch.end	1	e	y	False	1.0	1.0	0.0	S		
4296	ypcheedy	1	0.004	1	pch	ee	dy	[y]pch:cool.cool.do.end	2	e	y	False	0.0	0.0	0.0	S		
4297	qopchedaiin	1	0.004	1	qo	pched	aiin	qo:pause.adjust.watch.cool.do.yield.iterate.iterate.bind	1	p	n	True	0.0	0.0	0.0	S		
4298	lkchy	1	0.004	1	lk	y		lk:adjust.watch.end	0	c	y	True	0.0	0.0	0.0	S		
4299	otchechy	1	0.004	1	ot	ech	y	ot:adjust.watch.cool.adjust.watch.end	1	c	y	True	0.0	0.0	0.0	S		
4300	okeorl	1	0.004	1	ok	eor	l	ok:cool.arrange.respond.state	1	e	l	False	0.0	0.0	0.0	S		
4301	shchs	1	0.004	1	sh	s		sh:adjust.watch.sequence	0	c	s	True	0.0	1.0	0.0	S		
4302	oteeosy	1	0.004	1	ot	eeos	y	ot:cool.cool.arrange.sequence.end	2	e	y	False	0.0	0.0	1.0	S		
4303	kcheeos	1	0.004	1	kch	eeo	s	kch:cool.cool.arrange.sequence	2	e	s	False	1.0	1.0	0.0	S		
4304	shoaiin	1	0.004	1	sh	o	aiin	sh:arrange.yield.iterate.iterate.bind	0	o	n	False	0.0	0.0	0.0	S		
4305	chckhody	1	0.004	1	ch	ckho	dy	ch:adjust.heat.watch.arrange.do.end	0	c	y	True	0.0	0.0	0.0	S		
4306	alog	1	0.004	1	al	o	g	al:arrange.?	0	o	g	False	0.0	0.0	1.0	S		
4307	ycheeckhy	1	0.004	1	ch	eeckh	y	[y]ch:cool.cool.adjust.heat.watch.end	2	e	y	False	0.0	1.0	0.0	S		
4308	chdo	1	0.004	1	ch	do		ch:do.arrange	0	d	o	True	0.0	0.0	0.0	S		
4309	alchl	1	0.004	1	al	l		al:adjust.watch.state	0	c	l	True	0.0	0.0	0.0	S		
4310	sokal	1	0.004	1	so	k	al	so:heat.yield.state	0	k	l	False	0.0	0.0	0.0	S		
4311	pchosos	1	0.004	1	pch	oso	s	pch:arrange.sequence.arrange.sequence	0	o	s	False	1.0	1.0	0.0	S		
4312	rchsy	1	0.004	1	rch	s	y	rch:sequence.end	0	s	y	True	0.0	0.0	0.0	S		
